ORDERID,SOURCE,ORDERSTATUS,RIDERPROVIDER,STOREID,CUSTOMERPINCODE,ORDERPLACEDDATE,VERIFIEDDATE,STOREPUSHEDDATE,BILLEDDATE,RIDERASSIGNEDDATE,OFDDATE,ARRIVEDDATE,DELIVEREDDATE,PROMISEDTAT,CANCELLEDDATE,MRP,PAYMENTMETHOD
2525,Mobile - Android,Delivered,O,223164,302019,2022-Apr-02 10:59:00,2022-Apr-02 11:28:00,2022-Apr-02 11:31:00,2022-Apr-02 11:34:00,2022-Apr-02 11:36:00,2022-Apr-02 11:37:00,2022-Apr-02 12:44:00,2022-Apr-02 12:48:00,2022-Apr-02 13:30:00,,948,COD
2526,Mobile - Android,Delivered,D,230310,560066,2022-Apr-02 11:00:00,2022-Apr-02 11:01:00,2022-Apr-02 11:02:00,2022-Apr-02 11:08:00,2022-Apr-02 11:17:00,2022-Apr-02 11:26:00,2022-Apr-02 11:36:00,2022-Apr-02 11:39:00,2022-Apr-02 13:30:00,,370.53,PREPAID
2527,Mobile - Android,Delivered,K,222292,380013,2022-Apr-02 11:00:00,2022-Apr-02 11:17:00,2022-Apr-02 12:04:00,2022-Apr-02 14:02:00,2022-Apr-02 14:24:00,2022-Apr-02 16:44:00,2022-Apr-02 17:34:00,2022-Apr-02 17:37:00,2022-Apr-02 20:30:00,,1096.5,PREPAID
2528,Desktop - Website,Delivered,D,226466,700103,2022-Apr-02 11:00:00,2022-Apr-02 11:17:00,2022-Apr-02 11:20:00,2022-Apr-02 11:29:00,2022-Apr-02 11:31:00,2022-Apr-02 11:50:00,2022-Apr-02 11:59:00,2022-Apr-02 12:02:00,2022-Apr-02 13:30:00,,837.92,PREPAID
2529,Mobile - Android,Delivered,K,222406,110064,2022-Apr-02 11:01:00,2022-Apr-02 11:04:00,2022-Apr-02 11:06:00,2022-Apr-02 11:08:00,2022-Apr-02 11:10:00,2022-Apr-02 11:46:00,2022-Apr-02 12:11:00,2022-Apr-02 12:13:00,2022-Apr-02 13:30:00,,836.8,PREPAID
2530,Mobile - Android,Cancelled,,230304,560103,2022-Apr-02 11:01:00,,,,,,,,2022-Apr-02 13:30:00,2022-Apr-02 13:24:00,514.5,PREPAID
2531,Mobile - Android,Delivered,D,226252,700042,2022-Apr-02 11:01:00,2022-Apr-02 11:20:00,2022-Apr-02 11:22:00,2022-Apr-02 11:23:00,2022-Apr-02 11:25:00,2022-Apr-02 11:29:00,2022-Apr-02 11:44:00,2022-Apr-02 11:46:00,2022-Apr-02 13:30:00,,1023.88,PREPAID
2532,Mobile - iOS,Arrived,K,226798,700030,2022-Apr-02 11:01:00,2022-Apr-02 11:02:00,2022-Apr-02 11:04:00,2022-Apr-02 11:11:00,2022-Apr-02 11:12:00,2022-Apr-02 11:35:00,2022-Apr-02 11:53:00,,2022-Apr-02 13:30:00,,399,PREPAID
2533,Mobile - mWeb,Delivered,O,226288,700067,2022-Apr-02 11:02:00,2022-Apr-02 11:02:00,2022-Apr-02 11:04:00,2022-Apr-02 11:09:00,2022-Apr-02 11:10:00,2022-Apr-02 11:11:00,2022-Apr-02 11:33:00,2022-Apr-02 11:35:00,2022-Apr-02 13:30:00,,360.5,COD
2534,Mobile - iOS,Delivered,D,233376,600096,2022-Apr-02 11:02:00,2022-Apr-02 11:04:00,2022-Apr-02 11:05:00,2022-Apr-02 11:05:00,2022-Apr-02 11:07:00,2022-Apr-02 11:21:00,2022-Apr-02 11:56:00,2022-Apr-02 12:00:00,2022-Apr-02 13:30:00,,450.9,PREPAID
2535,Mobile - mWeb,Arrived,D,226168,700107,2022-Apr-02 11:03:00,2022-Apr-02 11:04:00,2022-Apr-02 11:07:00,2022-Apr-02 11:15:00,2022-Apr-02 11:17:00,2022-Apr-02 11:28:00,2022-Apr-02 11:39:00,,2022-Apr-02 13:30:00,,483.96,PREPAID
2536,Mobile - mWeb,Out for Delivery,K,226400,700028,2022-Apr-02 11:03:00,2022-Apr-02 11:04:00,2022-Apr-02 11:06:00,2022-Apr-02 11:09:00,2022-Apr-02 11:52:00,2022-Apr-02 12:08:00,,,2022-Apr-02 13:30:00,,533.56,COD
2537,Mobile - Android,Delivered,D,233376,600041,2022-Apr-02 11:03:00,2022-Apr-02 11:04:00,2022-Apr-02 11:06:00,2022-Apr-02 11:07:00,2022-Apr-02 11:17:00,2022-Apr-02 11:23:00,2022-Apr-02 11:42:00,2022-Apr-02 11:44:00,2022-Apr-02 13:30:00,,350.5,COD
2538,Mobile - Android,Delivered,D,228022,500035,2022-Apr-02 11:03:00,2022-Apr-02 11:06:00,2022-Apr-02 11:08:00,2022-Apr-02 11:11:00,2022-Apr-02 11:12:00,2022-Apr-02 11:19:00,2022-Apr-02 11:22:00,2022-Apr-02 11:24:00,2022-Apr-02 13:30:00,,609,PREPAID
2539,Mobile - Android,Assigned,D,231938,560048,2022-Apr-02 11:06:00,2022-Apr-02 11:23:00,2022-Apr-02 11:28:00,2022-Apr-02 11:30:00,2022-Apr-02 11:32:00,,,,2022-Apr-02 13:30:00,,353.68,COD
2540,Mobile - Android,Out for Delivery,K,226566,700099,2022-Apr-02 11:06:00,2022-Apr-02 11:22:00,2022-Apr-02 11:23:00,2022-Apr-02 11:25:00,2022-Apr-02 11:26:00,2022-Apr-02 11:43:00,,,2022-Apr-02 13:30:00,,320.62,PREPAID
2541,Mobile - Android,Delivered,D,226068,700099,2022-Apr-02 11:06:00,2022-Apr-02 11:22:00,2022-Apr-02 11:23:00,2022-Apr-02 11:36:00,2022-Apr-02 11:46:00,2022-Apr-02 12:01:00,2022-Apr-02 12:17:00,2022-Apr-02 12:18:00,2022-Apr-02 13:30:00,,578.35,PREPAID
2542,Mobile - Android,Delivered,K,232948,560016,2022-Apr-02 11:07:00,2022-Apr-02 11:17:00,2022-Apr-02 11:22:00,2022-Apr-02 11:24:00,2022-Apr-02 13:13:00,2022-Apr-03 11:43:00,2022-Apr-03 13:20:00,2022-Apr-03 13:22:00,2022-Apr-02 13:30:00,,1134.96,PREPAID
2543,Mobile - iOS,Delivered,D,222820,110048,2022-Apr-02 11:07:00,2022-Apr-02 11:14:00,2022-Apr-02 11:18:00,2022-Apr-02 11:19:00,2022-Apr-02 11:20:00,2022-Apr-02 11:54:00,2022-Apr-02 12:12:00,2022-Apr-02 12:14:00,2022-Apr-02 13:30:00,,460,PREPAID
2544,Mobile - Android,Delivered,D,228240,502032,2022-Apr-02 11:07:00,2022-Apr-02 11:19:00,2022-Apr-02 11:22:00,2022-Apr-02 11:23:00,2022-Apr-02 11:24:00,2022-Apr-02 11:38:00,2022-Apr-02 12:13:00,2022-Apr-02 12:15:00,2022-Apr-02 13:30:00,,762.87,COD
2545,Mobile - Android,Delivered,O,226798,700067,2022-Apr-02 11:07:00,2022-Apr-02 11:23:00,2022-Apr-02 11:26:00,2022-Apr-02 11:30:00,2022-Apr-02 11:47:00,2022-Apr-02 12:03:00,2022-Apr-02 12:43:00,2022-Apr-02 12:47:00,2022-Apr-02 13:30:00,,1123.18,COD
2546,Mobile - Android,Delivered,D,222100,110059,2022-Apr-02 11:08:00,2022-Apr-02 11:09:00,2022-Apr-02 11:10:00,2022-Apr-02 11:22:00,2022-Apr-02 11:36:00,2022-Apr-02 11:50:00,2022-Apr-02 12:22:00,2022-Apr-02 12:23:00,2022-Apr-02 13:30:00,,654.5,PREPAID
2547,Mobile - Android,Delivered,D,226270,700145,2022-Apr-02 11:08:00,2022-Apr-02 11:09:00,2022-Apr-02 11:11:00,2022-Apr-02 11:22:00,2022-Apr-02 11:24:00,2022-Apr-02 11:40:00,2022-Apr-02 12:02:00,2022-Apr-02 12:03:00,2022-Apr-02 13:30:00,,390,PREPAID
2548,Mobile - iOS,Out for Delivery,D,231784,600040,2022-Apr-02 11:08:00,2022-Apr-02 11:26:00,2022-Apr-02 11:28:00,2022-Apr-02 11:33:00,2022-Apr-02 11:35:00,2022-Apr-02 11:42:00,,,2022-Apr-02 13:30:00,,1419.86,PREPAID
2549,Mobile - Android,Delivered,D,222466,122011,2022-Apr-02 11:08:00,2022-Apr-02 11:26:00,2022-Apr-02 11:30:00,2022-Apr-02 11:32:00,2022-Apr-02 11:33:00,2022-Apr-02 12:07:00,2022-Apr-02 12:14:00,2022-Apr-02 12:17:00,2022-Apr-02 13:30:00,,362.45,PREPAID
2550,Mobile - iOS,Delivered,O,222070,110048,2022-Apr-02 11:09:00,2022-Apr-02 11:28:00,2022-Apr-02 11:31:00,2022-Apr-02 12:00:00,2022-Apr-02 12:25:00,2022-Apr-02 12:25:00,2022-Apr-02 12:32:00,2022-Apr-02 12:33:00,2022-Apr-02 13:30:00,,486.85,PREPAID
2551,Mobile - Android,Delivered,O,227246,700157,2022-Apr-02 11:09:00,2022-Apr-02 11:11:00,2022-Apr-02 11:14:00,2022-Apr-02 11:18:00,2022-Apr-02 11:20:00,2022-Apr-02 11:32:00,2022-Apr-02 11:47:00,2022-Apr-02 11:48:00,2022-Apr-02 13:30:00,,1248.7,PREPAID
2552,Mobile - iOS,Delivered,K,222070,110065,2022-Apr-02 11:10:00,2022-Apr-02 11:11:00,2022-Apr-02 11:14:00,2022-Apr-02 11:21:00,2022-Apr-02 11:36:00,2022-Apr-02 11:36:00,2022-Apr-02 11:55:00,2022-Apr-02 11:56:00,2022-Apr-02 13:30:00,,1420,PREPAID
2553,Mobile - Android,Billed,,226392,700156,2022-Apr-02 11:11:00,2022-Apr-02 11:22:00,2022-Apr-02 11:23:00,2022-Apr-02 11:28:00,,,,,2022-Apr-02 13:30:00,,380.7,PREPAID
2554,Mobile - Android,Delivered,D,231348,600006,2022-Apr-02 11:12:00,2022-Apr-02 11:15:00,2022-Apr-02 11:17:00,2022-Apr-02 11:18:00,2022-Apr-02 11:19:00,2022-Apr-02 11:26:00,2022-Apr-02 11:30:00,2022-Apr-02 11:31:00,2022-Apr-02 13:30:00,,488.25,PREPAID
2555,Desktop - Website,Delivered,D,234238,600042,2022-Apr-02 11:12:00,2022-Apr-02 11:26:00,2022-Apr-02 11:28:00,2022-Apr-02 11:29:00,2022-Apr-02 11:30:00,2022-Apr-02 11:39:00,2022-Apr-02 12:00:00,2022-Apr-02 12:03:00,2022-Apr-02 13:30:00,,400.84,COD
2556,Mobile - Android,Delivered,D,228102,500038,2022-Apr-02 11:12:00,2022-Apr-02 11:28:00,2022-Apr-02 11:30:00,2022-Apr-02 11:31:00,2022-Apr-02 11:33:00,2022-Apr-02 11:51:00,2022-Apr-02 12:15:00,2022-Apr-02 12:17:00,2022-Apr-02 13:30:00,,782.14,PREPAID
2557,Mobile - Android,Delivered,K,226260,700067,2022-Apr-02 11:13:00,2022-Apr-02 11:16:00,2022-Apr-02 11:17:00,2022-Apr-02 11:19:00,2022-Apr-02 11:43:00,2022-Apr-02 11:43:00,2022-Apr-02 13:02:00,2022-Apr-02 13:02:00,2022-Apr-02 13:30:00,,555.74,PREPAID
2558,Mobile - Android,Delivered,D,223008,201305,2022-Apr-02 11:13:00,2022-Apr-02 11:14:00,2022-Apr-02 11:16:00,2022-Apr-02 11:55:00,2022-Apr-02 11:57:00,2022-Apr-02 12:08:00,2022-Apr-02 12:43:00,2022-Apr-02 12:45:00,2022-Apr-02 13:30:00,,452.93,PREPAID
2559,Mobile - iOS,Delivered,D,231370,600092,2022-Apr-02 11:14:00,2022-Apr-02 11:15:00,2022-Apr-02 11:17:00,2022-Apr-02 11:39:00,2022-Apr-02 11:40:00,2022-Apr-02 11:49:00,2022-Apr-02 12:02:00,2022-Apr-02 12:05:00,2022-Apr-02 13:30:00,,665.47,PREPAID
2560,Mobile - Android,Delivered,D,222290,380015,2022-Apr-02 11:14:00,2022-Apr-02 11:36:00,2022-Apr-02 11:39:00,2022-Apr-02 11:42:00,2022-Apr-02 11:44:00,2022-Apr-02 11:54:00,2022-Apr-02 12:09:00,2022-Apr-02 12:11:00,2022-Apr-02 14:00:00,,982.35,PREPAID
2561,Mobile - Android,Delivered,O,222292,380015,2022-Apr-02 11:14:00,2022-Apr-02 11:33:00,2022-Apr-02 12:05:00,2022-Apr-02 16:38:00,2022-Apr-02 17:22:00,2022-Apr-02 18:00:00,2022-Apr-02 19:07:00,2022-Apr-02 19:09:00,2022-Apr-02 22:00:00,,1148.29,PREPAID
2562,Mobile - Android,Delivered,D,230544,560005,2022-Apr-02 11:14:00,2022-Apr-02 11:18:00,2022-Apr-02 11:21:00,2022-Apr-02 11:47:00,2022-Apr-02 12:01:00,2022-Apr-02 12:09:00,2022-Apr-02 12:16:00,2022-Apr-02 12:18:00,2022-Apr-02 13:30:00,,1019,PREPAID
2563,Mobile - Android,Delivered,D,226284,700033,2022-Apr-02 11:15:00,2022-Apr-02 11:16:00,2022-Apr-02 11:18:00,2022-Apr-02 12:21:00,2022-Apr-02 12:22:00,2022-Apr-02 12:32:00,2022-Apr-02 13:19:00,2022-Apr-02 13:21:00,2022-Apr-02 13:30:00,,635,PREPAID
2564,Mobile - Android,Cancelled,O,226092,700115,2022-Apr-02 11:15:00,2022-Apr-02 12:26:00,2022-Apr-02 12:29:00,2022-Apr-02 12:39:00,2022-Apr-02 13:46:00,2022-Apr-02 13:46:00,,,2022-Apr-02 14:30:00,2022-Apr-02 14:02:00,779.32,COD
2565,Mobile - Android,Delivered,D,228106,500049,2022-Apr-02 11:15:00,2022-Apr-02 11:17:00,2022-Apr-02 11:19:00,2022-Apr-02 11:19:00,2022-Apr-02 11:21:00,2022-Apr-02 11:36:00,2022-Apr-02 12:06:00,2022-Apr-02 12:07:00,2022-Apr-02 13:30:00,,940.5,PREPAID
2566,Mobile - mWeb,Delivered,O,230304,560037,2022-Apr-02 11:15:00,2022-Apr-02 11:16:00,2022-Apr-02 11:20:00,2022-Apr-02 11:21:00,2022-Apr-02 11:51:00,2022-Apr-02 11:51:00,2022-Apr-02 12:10:00,2022-Apr-02 12:12:00,2022-Apr-02 13:30:00,,391,COD
2567,Mobile - Android,Delivered,O,222564,110051,2022-Apr-02 11:15:00,2022-Apr-02 11:38:00,2022-Apr-02 11:41:00,2022-Apr-02 11:46:00,2022-Apr-02 12:09:00,2022-Apr-02 12:29:00,2022-Apr-02 12:44:00,2022-Apr-02 12:47:00,2022-Apr-02 14:00:00,,422.55,COD
2568,Mobile - Android,Delivered,O,226010,700036,2022-Apr-02 11:16:00,2022-Apr-02 11:17:00,2022-Apr-02 11:19:00,2022-Apr-02 11:20:00,2022-Apr-02 11:38:00,2022-Apr-02 11:38:00,2022-Apr-02 12:38:00,2022-Apr-02 12:39:00,2022-Apr-02 13:30:00,,381.9,COD
2569,Desktop - Website,Delivered,D,231296,500018,2022-Apr-02 11:17:00,2022-Apr-02 11:18:00,2022-Apr-02 11:19:00,2022-Apr-02 11:19:00,2022-Apr-02 11:21:00,2022-Apr-02 11:25:00,2022-Apr-02 11:48:00,2022-Apr-02 11:52:00,2022-Apr-02 13:30:00,,563.5,PREPAID
2570,Mobile - Android,Delivered,D,234204,600100,2022-Apr-02 11:17:00,2022-Apr-02 11:19:00,2022-Apr-02 11:20:00,2022-Apr-02 11:25:00,2022-Apr-02 11:27:00,2022-Apr-02 11:35:00,2022-Apr-02 11:40:00,2022-Apr-02 11:42:00,2022-Apr-02 13:30:00,,1389.49,PREPAID
2571,Mobile - Android,Arrived,O,226282,700050,2022-Apr-02 11:17:00,2022-Apr-02 11:18:00,2022-Apr-02 11:20:00,2022-Apr-02 11:21:00,2022-Apr-02 11:37:00,2022-Apr-02 11:37:00,2022-Apr-02 11:57:00,,2022-Apr-02 13:30:00,,575,COD
2572,Mobile - Android,Delivered,K,229036,600006,2022-Apr-02 11:19:00,2022-Apr-02 11:20:00,2022-Apr-02 11:21:00,2022-Apr-02 11:27:00,2022-Apr-02 11:49:00,2022-Apr-02 11:49:00,2022-Apr-02 12:22:00,2022-Apr-02 12:24:00,2022-Apr-02 13:30:00,,1424.82,COD
2573,Mobile - Android,Arrived,D,231938,560037,2022-Apr-02 11:19:00,2022-Apr-02 11:41:00,2022-Apr-02 11:43:00,2022-Apr-02 11:46:00,2022-Apr-02 11:48:00,2022-Apr-02 12:15:00,2022-Apr-02 12:37:00,,2022-Apr-02 14:00:00,,697.11,PREPAID
2574,Mobile - mWeb,Delivered,K,234670,500084,2022-Apr-02 11:20:00,2022-Apr-02 11:32:00,2022-Apr-02 11:36:00,2022-Apr-02 11:48:00,2022-Apr-02 12:19:00,2022-Apr-02 12:19:00,2022-Apr-02 12:34:00,2022-Apr-02 12:37:00,2022-Apr-02 14:00:00,,564.75,COD
2575,Mobile - iOS,Assigned,D,228118,500085,2022-Apr-02 11:20:00,2022-Apr-02 11:23:00,2022-Apr-02 11:24:00,2022-Apr-02 11:24:00,2022-Apr-02 11:26:00,,,,2022-Apr-02 13:30:00,,714.6,PREPAID
2576,Mobile - iOS,Delivered,K,222110,122002,2022-Apr-02 11:21:00,2022-Apr-02 11:40:00,2022-Apr-02 11:40:00,2022-Apr-02 11:38:00,2022-Apr-02 11:43:00,2022-Apr-02 12:00:00,2022-Apr-02 12:32:00,2022-Apr-02 12:33:00,2022-Apr-02 14:00:00,,828,COD
2577,Mobile - Android,Delivered,O,233728,500049,2022-Apr-02 11:21:00,2022-Apr-02 11:36:00,2022-Apr-02 11:38:00,2022-Apr-02 11:41:00,2022-Apr-02 12:25:00,2022-Apr-02 12:45:00,2022-Apr-02 12:50:00,2022-Apr-02 12:50:00,2022-Apr-02 14:00:00,,373.32,PREPAID
2578,Mobile - mWeb,Delivered,K,232132,600044,2022-Apr-02 11:22:00,2022-Apr-02 11:23:00,2022-Apr-02 11:25:00,2022-Apr-02 11:26:00,2022-Apr-02 11:27:00,2022-Apr-02 11:46:00,2022-Apr-02 11:57:00,2022-Apr-02 11:59:00,2022-Apr-02 13:30:00,,879.16,PREPAID
2579,Mobile - iOS,Out for Delivery,D,231450,560045,2022-Apr-02 11:22:00,2022-Apr-02 11:23:00,2022-Apr-02 11:28:00,2022-Apr-02 11:33:00,2022-Apr-02 11:35:00,2022-Apr-02 11:48:00,,,2022-Apr-02 13:30:00,,1149.14,PREPAID
2580,Desktop - Website,Delivered,O,233728,500090,2022-Apr-02 11:22:00,2022-Apr-02 11:34:00,2022-Apr-02 11:36:00,2022-Apr-02 11:40:00,2022-Apr-02 12:09:00,2022-Apr-02 12:09:00,2022-Apr-02 12:31:00,2022-Apr-02 12:34:00,2022-Apr-02 14:00:00,,371.33,PREPAID
2581,Desktop - Website,Delivered,D,226796,700059,2022-Apr-02 11:22:00,2022-Apr-02 11:35:00,2022-Apr-02 11:38:00,2022-Apr-02 11:39:00,2022-Apr-02 11:41:00,2022-Apr-02 12:06:00,2022-Apr-02 12:31:00,2022-Apr-02 12:33:00,2022-Apr-02 14:00:00,,361.92,PREPAID
2582,Mobile - Android,Delivered,K,222274,380009,2022-Apr-02 11:22:00,2022-Apr-02 11:26:00,2022-Apr-02 11:29:00,2022-Apr-02 11:36:00,2022-Apr-02 11:37:00,2022-Apr-02 12:12:00,2022-Apr-02 12:29:00,2022-Apr-02 12:32:00,2022-Apr-02 13:30:00,,809.17,PREPAID
2583,Mobile - iOS,Delivered,O,226768,700034,2022-Apr-02 11:22:00,2022-Apr-02 11:32:00,2022-Apr-02 11:35:00,2022-Apr-02 11:41:00,2022-Apr-02 11:45:00,2022-Apr-02 11:45:00,2022-Apr-02 12:00:00,2022-Apr-02 12:01:00,2022-Apr-02 13:30:00,,300.5,PREPAID
2584,Mobile - Android,Billed,,383742,500032,2022-Apr-02 11:23:00,2022-Apr-02 11:26:00,2022-Apr-02 11:27:00,2022-Apr-02 11:34:00,,,,,2022-Apr-02 13:30:00,,420.06,PREPAID
2585,Mobile - Android,Delivered,O,226206,700046,2022-Apr-02 11:23:00,2022-Apr-02 11:24:00,2022-Apr-02 11:27:00,2022-Apr-02 11:32:00,2022-Apr-02 11:53:00,2022-Apr-02 11:53:00,2022-Apr-02 12:15:00,2022-Apr-02 12:16:00,2022-Apr-02 13:30:00,,1275.45,COD
2586,Mobile - Android,Delivered,K,232584,600042,2022-Apr-02 11:24:00,2022-Apr-02 12:05:00,2022-Apr-02 12:06:00,2022-Apr-02 12:24:00,2022-Apr-02 12:42:00,2022-Apr-02 12:49:00,2022-Apr-02 13:18:00,2022-Apr-02 13:22:00,2022-Apr-02 14:30:00,,540.9,COD
2587,Mobile - iOS,Delivered,K,231628,500049,2022-Apr-02 11:24:00,2022-Apr-02 11:37:00,2022-Apr-02 11:40:00,2022-Apr-02 11:43:00,2022-Apr-02 11:45:00,2022-Apr-02 11:57:00,2022-Apr-02 12:15:00,2022-Apr-02 12:16:00,2022-Apr-02 14:00:00,,890.28,PREPAID
2588,Mobile - Android,Delivered,O,226092,700114,2022-Apr-02 11:24:00,2022-Apr-02 11:27:00,2022-Apr-02 11:30:00,2022-Apr-02 11:31:00,2022-Apr-02 12:15:00,2022-Apr-02 12:19:00,2022-Apr-02 12:19:00,2022-Apr-02 12:22:00,2022-Apr-02 13:30:00,,507.24,PREPAID
2589,Mobile - iOS,Delivered,K,226354,700129,2022-Apr-02 11:24:00,2022-Apr-02 11:26:00,2022-Apr-02 11:28:00,2022-Apr-02 11:31:00,2022-Apr-02 11:33:00,2022-Apr-02 11:48:00,2022-Apr-02 12:00:00,2022-Apr-02 12:02:00,2022-Apr-02 13:30:00,,825,PREPAID
2590,Mobile - Android,Billed,,224344,400607,2022-Apr-02 11:25:00,2022-Apr-02 11:26:00,2022-Apr-02 11:28:00,2022-Apr-02 11:34:00,,,,,2022-Apr-02 13:30:00,,1129.77,PREPAID
2591,Mobile - Android,Delivered,O,229078,600045,2022-Apr-02 11:25:00,2022-Apr-02 11:42:00,2022-Apr-02 11:44:00,2022-Apr-02 11:45:00,2022-Apr-02 12:11:00,2022-Apr-02 12:11:00,2022-Apr-02 12:20:00,2022-Apr-02 12:21:00,2022-Apr-02 14:00:00,,311.82,PREPAID
2592,Mobile - iOS,Delivered,O,226288,700006,2022-Apr-02 11:25:00,2022-Apr-02 11:38:00,2022-Apr-02 11:40:00,2022-Apr-02 11:45:00,2022-Apr-02 12:05:00,2022-Apr-02 12:05:00,2022-Apr-02 12:36:00,2022-Apr-02 12:39:00,2022-Apr-02 14:00:00,,458.8,COD
2593,Mobile - Android,Delivered,K,222128,110044,2022-Apr-02 11:25:00,2022-Apr-02 11:26:00,2022-Apr-02 11:27:00,2022-Apr-02 11:31:00,2022-Apr-02 11:49:00,2022-Apr-02 12:11:00,2022-Apr-02 12:49:00,2022-Apr-02 12:51:00,2022-Apr-02 13:30:00,,350,COD
2594,Mobile - Android,Delivered,O,222474,110023,2022-Apr-02 11:25:00,2022-Apr-02 13:39:00,2022-Apr-02 13:40:00,2022-Apr-02 13:41:00,2022-Apr-02 14:22:00,2022-Apr-02 14:27:00,2022-Apr-02 15:45:00,2022-Apr-02 15:49:00,2022-Apr-02 17:30:00,,376.38,PREPAID
2595,Mobile - Android,Delivered,D,228114,500073,2022-Apr-02 11:26:00,2022-Apr-02 11:27:00,2022-Apr-02 11:30:00,2022-Apr-02 11:35:00,2022-Apr-02 11:37:00,2022-Apr-02 12:01:00,2022-Apr-02 12:27:00,2022-Apr-02 12:28:00,2022-Apr-02 13:30:00,,1277.02,PREPAID
2596,Mobile - iOS,Delivered,D,226082,700055,2022-Apr-02 11:26:00,2022-Apr-02 11:39:00,2022-Apr-02 11:42:00,2022-Apr-02 11:47:00,2022-Apr-02 11:49:00,2022-Apr-02 12:09:00,2022-Apr-02 12:26:00,2022-Apr-02 12:26:00,2022-Apr-02 14:00:00,,825.27,COD
2597,Mobile - Android,Delivered,K,228024,500013,2022-Apr-02 11:26:00,2022-Apr-02 11:27:00,2022-Apr-02 11:30:00,2022-Apr-02 11:31:00,2022-Apr-02 11:33:00,2022-Apr-02 11:38:00,2022-Apr-02 11:58:00,2022-Apr-02 12:01:00,2022-Apr-02 13:30:00,,550,PREPAID
2598,Mobile - iOS,Delivered,D,226860,700025,2022-Apr-02 11:26:00,2022-Apr-02 11:49:00,2022-Apr-02 11:53:00,2022-Apr-02 12:02:00,2022-Apr-02 12:03:00,2022-Apr-02 12:20:00,2022-Apr-02 15:05:00,2022-Apr-02 15:08:00,2022-Apr-02 14:00:00,,411.24,PREPAID
2599,Mobile - Android,Delivered,D,233376,600096,2022-Apr-02 11:27:00,2022-Apr-02 11:27:00,2022-Apr-02 11:30:00,2022-Apr-02 11:31:00,2022-Apr-02 11:32:00,2022-Apr-02 11:53:00,2022-Apr-02 11:57:00,2022-Apr-02 11:59:00,2022-Apr-02 13:30:00,,415,COD
2600,Mobile - Android,Delivered,D,228118,500072,2022-Apr-02 11:27:00,2022-Apr-02 11:28:00,2022-Apr-02 11:30:00,2022-Apr-02 11:31:00,2022-Apr-02 11:33:00,2022-Apr-02 11:44:00,2022-Apr-02 11:53:00,2022-Apr-02 11:56:00,2022-Apr-02 13:30:00,,358.2,PREPAID
2601,Mobile - mWeb,Delivered,O,222246,302015,2022-Apr-02 11:27:00,2022-Apr-02 11:29:00,2022-Apr-02 11:31:00,2022-Apr-02 11:35:00,2022-Apr-02 11:44:00,2022-Apr-02 12:15:00,2022-Apr-02 12:36:00,2022-Apr-02 12:40:00,2022-Apr-02 13:30:00,,554,PREPAID
2602,Mobile - Android,Delivered,D,226180,700092,2022-Apr-02 11:27:00,2022-Apr-02 11:29:00,2022-Apr-02 11:32:00,2022-Apr-02 11:33:00,2022-Apr-02 11:35:00,2022-Apr-02 11:48:00,2022-Apr-02 12:10:00,2022-Apr-02 12:14:00,2022-Apr-02 13:30:00,,1429.75,PREPAID
2603,Mobile - Android,Delivered,K,231560,500034,2022-Apr-02 11:27:00,2022-Apr-02 11:29:00,2022-Apr-02 11:31:00,2022-Apr-02 11:34:00,2022-Apr-02 11:35:00,2022-Apr-02 11:47:00,2022-Apr-02 12:02:00,2022-Apr-02 12:02:00,2022-Apr-02 13:30:00,,1100.26,PREPAID
2604,Mobile - Android,Delivered,O,226796,700102,2022-Apr-02 11:27:00,2022-Apr-02 11:29:00,2022-Apr-02 11:32:00,2022-Apr-02 11:36:00,2022-Apr-02 12:30:00,2022-Apr-02 12:30:00,2022-Apr-02 13:01:00,2022-Apr-02 13:04:00,2022-Apr-02 13:30:00,,402,PREPAID
2605,Mobile - Android,Delivered,O,226040,700124,2022-Apr-02 11:28:00,2022-Apr-02 11:29:00,2022-Apr-02 11:30:00,2022-Apr-02 11:34:00,2022-Apr-02 11:51:00,2022-Apr-02 12:21:00,2022-Apr-02 12:58:00,2022-Apr-02 13:02:00,2022-Apr-02 13:30:00,,1258.2,COD
2606,Mobile - Android,Delivered,D,228022,500060,2022-Apr-02 11:28:00,2022-Apr-02 11:29:00,2022-Apr-02 11:30:00,2022-Apr-02 11:31:00,2022-Apr-02 11:32:00,2022-Apr-02 11:38:00,2022-Apr-02 11:45:00,2022-Apr-02 11:47:00,2022-Apr-02 13:30:00,,418.37,PREPAID
2607,Mobile - mWeb,Delivered,D,222028,110029,2022-Apr-02 11:29:00,2022-Apr-02 11:30:00,2022-Apr-02 11:33:00,2022-Apr-02 11:34:00,2022-Apr-02 11:36:00,2022-Apr-02 11:50:00,2022-Apr-02 12:08:00,2022-Apr-02 12:11:00,2022-Apr-02 13:30:00,,725,PREPAID
2608,Mobile - Android,Delivered,O,226282,700050,2022-Apr-02 11:29:00,2022-Apr-02 11:30:00,2022-Apr-02 11:32:00,2022-Apr-02 11:36:00,2022-Apr-02 11:38:00,2022-Apr-02 11:46:00,2022-Apr-02 11:48:00,2022-Apr-02 11:52:00,2022-Apr-02 13:30:00,,1340,PREPAID
